no,"gender(female:0,male:1)",age,height(cm),weight(Kg),bmi,season,preference(-1:cool 0:n 1:warm),sensitivity(0:in 1:slight 2:very),environment assess(-1:c 0:n 1:w),date,time,room,thermal sensation,"thermal comfort (1:com,0:uncom)","thermal preference(-1:c,0:not change,1:w)",temp,humid
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/21,11:00:00,5,-1.0,0.0,1.0,25.6,51.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/21,11:30:00,5,-1.0,0.0,1.0,25.5,50.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/21,12:00:00,5,0.0,1.0,1.0,25.4,49.5
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,09:00:00,5,1.0,0.0,-1.0,24.4,59.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,09:30:00,5,0.0,1.0,0.0,24.6,59.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,10:00:00,5,0.0,1.0,0.0,24.6,59.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,10:30:00,5,0.0,1.0,0.0,24.7,59.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,11:00:00,5,1.0,0.0,0.0,25.3,60.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,11:30:00,5,0.0,1.0,0.0,25.6,59.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,12:00:00,5,0.0,1.0,0.0,25.8,59.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,14:30:00,5,0.0,1.0,0.0,25.9,59.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,15:00:00,5,0.0,1.0,0.0,26.3,59.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,15:30:00,5,0.0,1.0,0.0,26.4,59.7
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,16:00:00,5,1.0,0.0,-1.0,26.8,60.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,16:30:00,5,3.0,0.0,-1.0,27.0,60.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,17:00:00,5,3.0,0.0,-1.0,27.0,60.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,17:30:00,5,3.0,0.0,-1.0,26.9,60.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/22,18:00:00,5,3.0,0.0,0.0,26.9,61.2
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,09:00:00,5,1.0,0.0,-1.0,23.7,53.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,09:30:00,5,0.0,0.0,-1.0,23.9,54.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,10:00:00,5,0.0,1.0,0.0,24.0,54.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,10:30:00,5,0.0,1.0,0.0,24.0,53.7
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,11:00:00,5,0.0,1.0,0.0,24.1,53.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,11:30:00,5,0.0,1.0,-1.0,25.4,54.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,12:00:00,5,1.0,0.0,-1.0,25.7,55.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,14:30:00,5,0.0,1.0,0.0,25.6,60.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,15:00:00,5,1.0,1.0,0.0,26.1,60.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,15:30:00,5,2.0,0.0,0.0,26.4,60.7
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,16:00:00,5,2.0,0.0,0.0,26.6,61.9
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,16:30:00,5,1.0,0.0,0.0,26.9,61.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,17:00:00,5,0.0,1.0,0.0,27.1,61.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,17:30:00,5,0.0,1.0,0.0,27.2,60.9
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/24,18:00:00,5,0.0,1.0,0.0,27.2,60.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,09:00:00,6,2.5,0.0,-1.0,27.6,62.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,09:30:00,6,3.0,0.0,-1.0,27.9,62.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,10:00:00,6,2.0,0.0,-1.0,28.1,61.2
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,10:30:00,6,1.0,0.0,0.0,28.3,61.5
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,11:00:00,6,2.0,0.0,-1.0,27.9,62.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,11:30:00,6,2.5,0.0,-1.0,27.8,62.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,12:00:00,6,2.0,0.0,-1.0,27.7,62.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,14:30:00,6,0.0,1.0,0.0,26.7,61.2
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,15:00:00,6,0.0,1.0,0.0,25.8,66.5
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,15:30:00,6,1.0,1.0,0.0,25.5,65.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,16:00:00,6,1.0,1.0,0.0,25.0,63.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,16:30:00,6,1.5,1.0,0.0,24.8,62.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,17:00:00,6,1.0,1.0,0.0,25.0,66.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,17:30:00,6,0.5,1.0,0.0,24.8,67.2
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/26,18:00:00,6,0.5,1.0,0.0,24.5,69.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,09:00:00,6,0.0,1.0,-1.0,22.7,69.3
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,09:30:00,6,1.0,0.0,-1.0,23.0,68.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,10:00:00,6,0.5,1.0,0.0,23.1,66.5
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,10:30:00,6,0.0,1.0,0.0,23.2,65.9
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,11:00:00,6,0.0,1.0,-1.0,23.7,65.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,11:30:00,6,-1.0,1.0,0.0,23.7,69.6
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,12:00:00,6,0.0,1.0,0.0,23.8,68.1
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,14:30:00,6,-0.5,1.0,-1.0,23.9,69.9
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,15:00:00,6,0.0,1.0,-1.0,25.1,67.4
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,15:30:00,6,0.5,0.0,-1.0,25.7,66.2
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,16:00:00,6,1.0,0.0,-1.0,26.7,63.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,16:30:00,6,2.0,0.0,-1.0,27.2,62.0
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,17:00:00,6,3.0,0.0,-1.0,27.4,60.8
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,17:30:00,6,2.0,0.0,-1.0,27.6,59.9
47,1,22,179,77,24.03170937,summer,1,1,1,2021/7/27,18:00:00,6,1.5,0.0,-1.0,27.1,61.6
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,10:00:00,5,0.0,1.0,2.0,22.9,16.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,10:30:00,5,1.0,1.0,1.0,24.0,16.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,11:00:00,5,0.0,1.0,2.0,24.6,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,11:30:00,5,0.0,1.0,2.0,24.9,16.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,12:00:00,5,0.0,1.0,2.0,25.0,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,14:30:00,5,0.0,1.0,2.0,25.3,13.6
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,15:00:00,5,0.0,1.0,2.0,25.4,14.7
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,15:30:00,5,1.0,1.0,1.0,25.7,15.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,16:00:00,5,0.0,1.0,2.0,25.3,15.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,16:30:00,5,0.0,1.0,1.0,25.0,16.5
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,17:00:00,5,0.0,1.0,2.0,24.9,16.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,17:30:00,5,0.0,1.0,2.0,24.7,16.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,9:00:00,5,1.0,1.0,1.0,22.2,15.7
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/10,9:30:00,5,0.0,1.0,2.0,22.6,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,10:00:00,5,0.0,1.0,2.0,22.9,16.6
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,10:30:00,5,0.0,1.0,2.0,23.7,16.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,11:00:00,5,0.0,1.0,2.0,24.3,16.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,11:30:00,5,0.0,1.0,2.0,24.8,16.5
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,12:00:00,5,0.0,1.0,2.0,25.1,16.5
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,14:30:00,5,0.5,1.0,1.0,25.6,14.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,15:00:00,5,0.5,1.0,1.0,25.8,15.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,15:30:00,5,0.0,1.0,2.0,25.9,16.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,16:00:00,5,1.5,0.0,1.0,25.6,17.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,16:30:00,5,0.0,1.0,2.0,25.4,17.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,17:00:00,5,0.0,1.0,2.0,25.3,18.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,17:30:00,5,0.0,1.0,2.0,25.2,18.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,9:00:00,5,1.0,1.0,1.0,22.2,15.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/13,9:30:00,5,0.0,1.0,2.0,22.6,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,10:00:00,5,0.0,1.0,2.0,23.2,18.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,10:30:00,5,0.0,1.0,2.0,24.2,17.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,11:00:00,5,1.0,1.0,1.0,24.5,17.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,11:30:00,5,1.5,0.0,1.0,24.9,17.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,12:00:00,5,1.0,0.0,1.0,25.2,17.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,14:30:00,5,0.0,0.0,1.0,25.8,15.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,15:00:00,5,0.0,1.0,1.0,25.4,16.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,15:30:00,5,0.5,1.0,1.0,25.2,17.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,16:00:00,5,0.0,1.0,2.0,25.2,17.6
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,16:30:00,5,0.0,1.0,2.0,25.1,18.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,17:00:00,5,0.5,1.0,1.0,25.1,18.5
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,17:30:00,5,0.5,1.0,1.0,25.1,19.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,9:00:00,5,1.0,0.0,1.0,22.5,16.7
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/15,9:30:00,5,1.0,0.0,1.0,22.9,17.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,10:00:00,5,0.0,1.0,2.0,22.8,14.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,10:30:00,5,0.0,1.0,2.0,23.1,14.7
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,11:00:00,5,-0.5,1.0,2.0,24.1,14.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,11:30:00,5,0.0,1.0,2.0,24.6,14.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,12:00:00,5,0.0,1.0,1.0,25.0,13.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,14:30:00,5,1.0,1.0,2.0,25.8,13.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,15:00:00,5,0.0,1.0,2.0,25.4,14.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,15:30:00,5,1.0,1.0,2.0,25.2,14.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,16:00:00,5,0.5,1.0,2.0,25.2,15.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,16:30:00,5,0.0,1.0,2.0,25.1,15.7
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,17:00:00,5,0.0,1.0,2.0,25.1,16.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,17:30:00,5,0.0,1.0,2.0,25.0,16.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,9:00:00,5,0.0,1.0,2.0,21.9,11.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/17,9:30:00,5,0.0,1.0,2.0,22.5,13.2
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,10:00:00,5,0.0,1.0,2.0,23.1,17.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,10:30:00,5,0.0,1.0,2.0,23.3,17.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,11:00:00,5,0.0,1.0,2.0,24.4,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,11:30:00,5,0.0,1.0,2.0,24.8,16.8
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,12:00:00,5,0.0,1.0,2.0,25.1,17.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,14:30:00,5,1.0,1.0,2.0,25.8,14.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,15:00:00,5,0.5,1.0,2.0,25.4,16.3
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,15:30:00,5,0.0,1.0,2.0,25.3,17.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,16:00:00,5,0.0,1.0,2.0,25.2,18.1
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,16:30:00,5,0.0,1.0,2.0,25.1,18.0
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,17:00:00,5,0.5,1.0,2.0,25.1,18.4
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,17:30:00,5,0.0,1.0,2.0,25.0,18.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,9:00:00,5,0.0,1.0,2.0,22.5,14.9
48,0,23,174.0,51.0,16.84502576,winter,1,1,1,2021/1/18,9:30:00,5,0.0,1.0,2.0,22.9,16.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,09:00:00,5,1.0,1.0,-1.0,24.2,62.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,09:30:00,5,0.0,1.0,-1.0,25.1,60.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,10:00:00,5,1.0,1.0,0.0,25.9,57.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,10:30:00,5,1.0,1.0,0.0,26.2,55.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,11:00:00,5,0.0,1.0,1.0,26.3,54.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,11:30:00,5,0.0,1.0,0.0,26.4,53.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,12:00:00,5,0.0,1.0,0.0,26.3,54.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,14:30:00,5,1.0,1.0,1.0,27.4,56.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,15:00:00,5,1.0,1.0,1.0,27.5,58.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,15:30:00,5,1.0,0.0,-1.0,27.4,59.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,16:00:00,5,0.0,1.0,1.0,27.3,60.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,16:30:00,5,0.8,1.0,0.0,27.0,58.1
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,17:00:00,5,-1.0,1.0,-1.0,26.9,57.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,17:30:00,5,0.3,1.0,-1.0,26.8,56.9
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/23,18:00:00,5,0.0,1.0,0.0,26.7,56.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,09:00:00,5,0.0,1.0,-1.0,23.7,53.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,09:30:00,5,-0.5,1.0,-1.0,23.9,54.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,10:00:00,5,-0.7,1.0,-1.0,24.0,54.1
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,10:30:00,5,-0.8,1.0,-1.0,24.0,53.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,11:00:00,5,-0.7,1.0,0.0,24.1,53.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,11:30:00,5,-0.7,1.0,0.0,25.4,54.1
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,12:00:00,5,-0.5,1.0,0.0,25.7,55.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,14:30:00,5,0.0,1.0,1.0,25.6,60.3
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,15:00:00,5,0.3,1.0,1.0,26.1,60.3
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,15:30:00,5,0.5,1.0,1.0,26.4,60.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,16:00:00,5,-0.5,1.0,-1.0,26.6,61.9
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,16:30:00,5,-0.8,1.0,-1.0,26.9,61.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,17:00:00,5,-0.8,1.0,1.0,27.1,61.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,17:30:00,5,-0.5,1.0,1.0,27.2,60.9
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/24,18:00:00,5,0.2,1.0,1.0,27.2,60.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,09:00:00,5,-1.0,1.0,-1.0,23.9,63.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,09:30:00,5,-0.8,1.0,-1.0,23.2,61.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,10:00:00,5,-0.9,1.0,-1.0,22.8,60.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,10:30:00,5,-0.9,1.0,-1.0,23.0,59.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,11:00:00,5,0.5,1.0,1.0,24.5,59.1
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,11:30:00,5,0.5,1.0,1.0,25.4,57.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,12:00:00,5,0.6,1.0,1.0,25.8,57.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,14:30:00,5,1.0,1.0,0.0,26.3,61.3
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,15:00:00,5,1.0,1.0,1.0,26.5,61.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,15:30:00,5,1.0,1.0,0.0,26.7,61.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,16:00:00,5,1.3,1.0,1.0,27.2,61.9
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,16:30:00,5,0.3,1.0,-0.5,27.4,61.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,17:00:00,5,0.0,1.0,-1.0,27.5,61.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,17:30:00,5,0.0,1.0,0.0,27.3,62.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/25,18:00:00,5,0.5,1.0,1.0,27.3,62.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,09:00:00,5,0.5,1.0,1.0,26.8,64.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,09:30:00,5,0.3,1.0,0.0,27.7,62.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,10:00:00,5,0.2,1.0,-1.0,28.0,62.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,10:30:00,5,0.1,1.0,-1.0,28.1,62.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,11:00:00,5,0.0,1.0,0.0,27.9,63.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,11:30:00,5,0.2,1.0,0.0,27.9,63.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,12:00:00,5,0.0,1.0,0.0,27.9,64.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,14:30:00,5,0.0,1.0,-1.0,26.9,62.8
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,15:00:00,5,-0.5,1.0,-1.0,26.3,63.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,15:30:00,5,-0.8,1.0,-1.0,25.9,62.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,16:00:00,5,-1.0,1.0,-1.0,24.7,60.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,16:30:00,5,-1.2,1.0,-1.0,24.2,58.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,17:00:00,5,-1.4,1.0,-1.0,24.4,59.3
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,17:30:00,5,-1.5,1.0,-1.0,25.2,55.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/26,18:00:00,5,-1.7,1.0,-1.0,25.2,54.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,09:00:00,5,0.2,1.0,0.0,25.8,54.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,09:30:00,5,-0.2,1.0,-1.0,24.0,54.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,10:00:00,5,-0.5,1.0,-1.0,23.9,53.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,10:30:00,5,-1.0,1.0,-1.0,23.0,57.9
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,11:00:00,5,-1.0,1.0,-1.0,23.6,54.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,11:30:00,5,-1.0,1.0,-1.0,24.6,56.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,12:00:00,5,-1.2,1.0,-1.0,24.3,58.2
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,14:30:00,5,-0.2,1.0,-1.0,23.2,60.0
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,15:00:00,5,-0.2,1.0,0.0,23.5,59.3
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,15:30:00,5,0.2,1.0,1.0,25.2,57.4
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,16:00:00,5,0.3,1.0,1.0,25.8,56.7
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,16:30:00,5,0.5,1.0,1.0,26.1,56.5
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,17:00:00,5,0.6,1.0,1.0,26.4,57.1
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,17:30:00,5,0.6,1.0,0.0,26.7,56.6
49,1,23,175,77,25.14285714,summer,-1,0,-1,2021/7/31,18:00:00,5,0.6,1.0,0.0,26.7,56.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,10:00:00,5,0.0,1.0,2.0,22.9,16.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,10:30:00,5,0.0,1.0,2.0,24.0,16.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,11:00:00,5,0.0,1.0,2.0,24.6,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,11:30:00,5,0.0,1.0,2.0,24.9,16.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,12:00:00,5,1.0,1.0,1.0,25.0,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,14:30:00,5,1.0,1.0,1.0,25.3,13.6
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,15:00:00,5,1.0,1.0,1.0,25.4,14.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,15:30:00,5,1.0,0.0,1.0,25.7,15.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,16:00:00,5,1.0,0.0,1.0,25.3,15.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,16:30:00,5,1.0,0.0,1.0,25.0,16.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,17:00:00,5,0.0,1.0,2.0,24.9,16.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,17:30:00,5,0.0,1.0,2.0,24.7,16.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,9:00:00,5,0.0,1.0,2.0,22.2,15.7
